model_id,canonical_field,source_field,raw_value,transform,status,reason
deepseek-ai/DeepSeek-R1-0528,qk_nope_head_dim,config.qk_nope_head_dim,128,identity,available,
deepseek-ai/DeepSeek-R1-0528,qk_rope_head_dim,config.qk_rope_head_dim,64,identity,available,
deepseek-ai/DeepSeek-R1-0528,v_head_dim,config.v_head_dim,128,identity,available,
deepseek-ai/DeepSeek-R1-0528,mamba_head_dim,,,identity,missing,source field absent
deepseek-ai/DeepSeek-R1-0528,mamba_num_heads,,,identity,missing,source field absent
deepseek-ai/DeepSeek-R1-0528,mamba_state_size,,,identity,missing,no Mamba state-size field
deepseek-ai/DeepSeek-R1-0528,expert_count,config.n_routed_experts,256,identity,available,
deepseek-ai/DeepSeek-R1-0528,active_expert_count,config.num_experts_per_tok,8,identity,available,
deepseek-ai/DeepSeek-R1-0528,head_dim,config.qk_nope_head_dim + config.qk_rope_head_dim,"{""qk_nope_head_dim"": 128, ""qk_rope_head_dim"": 64}",sum MLA query-key head components,available,
deepseek-ai/DeepSeek-R1-0528,dense_layer_count,config.first_k_dense_replace,3,architecture-specific layer split,available,
deepseek-ai/DeepSeek-R1-0528,moe_layer_count,config.first_k_dense_replace,3,architecture-specific layer split,available,
deepseek-ai/DeepSeek-R1-0528,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-R1-0528,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-R1-0528,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-R1-0528,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-R1-0528,attention_variant,config.model_type + attention head fields,"{""model_type"": ""deepseek_v3"", ""num_attention_heads"": 128, ""num_key_value_heads"": 128}",architecture rule,available,
deepseek-ai/DeepSeek-R1-0528,mlp_structure,config.model_type,"""deepseek_v3""",declarative architecture rule,available,
deepseek-ai/DeepSeek-R1-0528,quant_method_config,config.quantization_config.quant_method,"""fp8""",identity,available,
deepseek-ai/DeepSeek-R1-0528,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
deepseek-ai/DeepSeek-R1-0528,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
deepseek-ai/DeepSeek-V3.1,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
deepseek-ai/DeepSeek-V3.1,total_params_billions,benchmark.total_params_billions,671.0,identity,available,
deepseek-ai/DeepSeek-V3.1,activated_params_billions,benchmark.activated_params_billions,37.0,identity,available,
deepseek-ai/DeepSeek-V3.1,weight_precision,benchmark.weight_precision,"""fp8""",identity,available,
deepseek-ai/DeepSeek-V3.1,precision_bits,benchmark.weight_precision,"""fp8""",precision label to bits,available,
deepseek-ai/DeepSeek-V3.1,param_count_total,benchmark.total_params_billions,671.0,billions * 1e9,available,
deepseek-ai/DeepSeek-V3.1,param_count_active,benchmark.activated_params_billions,37.0,billions * 1e9,available,
deepseek-ai/DeepSeek-V3.1,model_type,config.model_type,"""deepseek_v3""",identity,available,
deepseek-ai/DeepSeek-V3.1,architecture_class,config.architectures[0],"""DeepseekV3ForCausalLM""",identity,available,
deepseek-ai/DeepSeek-V3.1,num_layers,config.num_hidden_layers,61,identity,available,
deepseek-ai/DeepSeek-V3.1,hidden_size,config.hidden_size,7168,identity,available,
deepseek-ai/DeepSeek-V3.1,intermediate_size,config.intermediate_size,18432,identity,available,
deepseek-ai/DeepSeek-V3.1,num_attention_heads,config.num_attention_heads,128,identity,available,
deepseek-ai/DeepSeek-V3.1,num_key_value_heads,config.num_key_value_heads,128,identity,available,
deepseek-ai/DeepSeek-V3.1,vocab_size,config.vocab_size,129280,identity,available,
deepseek-ai/DeepSeek-V3.1,context_length,config.max_position_embeddings,163840,identity,available,
deepseek-ai/DeepSeek-V3.1,sliding_window,,,identity,missing,source field absent
deepseek-ai/DeepSeek-V3.1,moe_intermediate_size,config.moe_intermediate_size,2048,identity,available,
deepseek-ai/DeepSeek-V3.1,shared_expert_count,config.n_shared_experts,1,identity,available,
deepseek-ai/DeepSeek-V3.1,shared_expert_intermediate_size,,,identity,missing,source field absent
deepseek-ai/DeepSeek-V3.1,qk_nope_head_dim,config.qk_nope_head_dim,128,identity,available,
deepseek-ai/DeepSeek-V3.1,qk_rope_head_dim,config.qk_rope_head_dim,64,identity,available,
deepseek-ai/DeepSeek-V3.1,v_head_dim,config.v_head_dim,128,identity,available,
deepseek-ai/DeepSeek-V3.1,mamba_head_dim,,,identity,missing,source field absent
deepseek-ai/DeepSeek-V3.1,mamba_num_heads,,,identity,missing,source field absent
deepseek-ai/DeepSeek-V3.1,mamba_state_size,,,identity,missing,no Mamba state-size field
deepseek-ai/DeepSeek-V3.1,expert_count,config.n_routed_experts,256,identity,available,
deepseek-ai/DeepSeek-V3.1,active_expert_count,config.num_experts_per_tok,8,identity,available,
deepseek-ai/DeepSeek-V3.1,head_dim,config.qk_nope_head_dim + config.qk_rope_head_dim,"{""qk_nope_head_dim"": 128, ""qk_rope_head_dim"": 64}",sum MLA query-key head components,available,
deepseek-ai/DeepSeek-V3.1,dense_layer_count,config.first_k_dense_replace,3,architecture-specific layer split,available,
deepseek-ai/DeepSeek-V3.1,moe_layer_count,config.first_k_dense_replace,3,architecture-specific layer split,available,
deepseek-ai/DeepSeek-V3.1,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-V3.1,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-V3.1,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-V3.1,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
deepseek-ai/DeepSeek-V3.1,attention_variant,config.model_type + attention head fields,"{""model_type"": ""deepseek_v3"", ""num_attention_heads"": 128, ""num_key_value_heads"": 128}",architecture rule,available,
deepseek-ai/DeepSeek-V3.1,mlp_structure,config.model_type,"""deepseek_v3""",declarative architecture rule,available,
deepseek-ai/DeepSeek-V3.1,quant_method_config,config.quantization_config.quant_method,"""fp8""",identity,available,
deepseek-ai/DeepSeek-V3.1,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
deepseek-ai/DeepSeek-V3.1,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
google/gemma-3-12b-it,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
google/gemma-3-12b-it,total_params_billions,benchmark.total_params_billions,12.0,identity,available,
google/gemma-3-12b-it,activated_params_billions,benchmark.activated_params_billions,12.0,identity,available,
google/gemma-3-12b-it,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
google/gemma-3-12b-it,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
google/gemma-3-12b-it,param_count_total,benchmark.total_params_billions,12.0,billions * 1e9,available,
google/gemma-3-12b-it,param_count_active,benchmark.activated_params_billions,12.0,billions * 1e9,available,
google/gemma-3-12b-it,model_type,config.text_config.model_type,"""gemma3_text""",identity,available,
google/gemma-3-12b-it,architecture_class,config.architectures[0],"""Gemma3ForConditionalGeneration""",identity,available,
google/gemma-3-12b-it,num_layers,config.text_config.num_hidden_layers,48,identity,available,
google/gemma-3-12b-it,hidden_size,config.text_config.hidden_size,3840,identity,available,
google/gemma-3-12b-it,intermediate_size,config.text_config.intermediate_size,15360,identity,available,
google/gemma-3-12b-it,num_attention_heads,config.text_config.num_attention_heads,16,identity,available,
google/gemma-3-12b-it,num_key_value_heads,config.text_config.num_key_value_heads,8,identity,available,
google/gemma-3-12b-it,vocab_size,transformers_resolved.config.text_config.vocab_size,262208,Transformers 4.57.1 deterministic config default,available,
google/gemma-3-12b-it,context_length,transformers_resolved.config.text_config.max_position_embeddings,131072,Transformers 4.57.1 deterministic config default,available,
google/gemma-3-12b-it,sliding_window,config.text_config.sliding_window,1024,identity,available,
google/gemma-3-12b-it,moe_intermediate_size,,,identity,missing,source field absent
google/gemma-3-12b-it,shared_expert_count,,,identity,missing,source field absent
google/gemma-3-12b-it,shared_expert_intermediate_size,,,identity,missing,source field absent
google/gemma-3-12b-it,qk_nope_head_dim,,,identity,missing,source field absent
google/gemma-3-12b-it,qk_rope_head_dim,,,identity,missing,source field absent
google/gemma-3-12b-it,v_head_dim,,,identity,missing,source field absent
google/gemma-3-12b-it,mamba_head_dim,,,identity,missing,source field absent
google/gemma-3-12b-it,mamba_num_heads,,,identity,missing,source field absent
google/gemma-3-12b-it,mamba_state_size,,,identity,missing,no Mamba state-size field
google/gemma-3-12b-it,expert_count,,,identity,missing,no expert-count field
google/gemma-3-12b-it,active_expert_count,,,identity,missing,no active-expert field
google/gemma-3-12b-it,head_dim,transformers_resolved.config.text_config.head_dim,256,Transformers 4.57.1 deterministic config default,available,
google/gemma-3-12b-it,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
google/gemma-3-12b-it,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 48}",architecture-specific layer split,available,
google/gemma-3-12b-it,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
google/gemma-3-12b-it,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-12b-it,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-12b-it,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-12b-it,attention_variant,config.text_config.model_type + attention head fields,"{""model_type"": ""gemma3_text"", ""num_attention_heads"": 16, ""num_key_value_heads"": 8}",architecture rule,available,
google/gemma-3-12b-it,mlp_structure,config.text_config.model_type,"""gemma3_text""",declarative architecture rule,available,
google/gemma-3-12b-it,quant_method_config,,,identity,missing,config has no quantization method
google/gemma-3-12b-it,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
google/gemma-3-12b-it,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
google/gemma-3-27b-it,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
google/gemma-3-27b-it,total_params_billions,benchmark.total_params_billions,27.0,identity,available,
google/gemma-3-27b-it,activated_params_billions,benchmark.activated_params_billions,27.0,identity,available,
google/gemma-3-27b-it,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
google/gemma-3-27b-it,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
google/gemma-3-27b-it,param_count_total,benchmark.total_params_billions,27.0,billions * 1e9,available,
google/gemma-3-27b-it,param_count_active,benchmark.activated_params_billions,27.0,billions * 1e9,available,
google/gemma-3-27b-it,model_type,config.text_config.model_type,"""gemma3_text""",identity,available,
google/gemma-3-27b-it,architecture_class,config.architectures[0],"""Gemma3ForConditionalGeneration""",identity,available,
google/gemma-3-27b-it,num_layers,config.text_config.num_hidden_layers,62,identity,available,
google/gemma-3-27b-it,hidden_size,config.text_config.hidden_size,5376,identity,available,
google/gemma-3-27b-it,intermediate_size,config.text_config.intermediate_size,21504,identity,available,
google/gemma-3-27b-it,num_attention_heads,config.text_config.num_attention_heads,32,identity,available,
google/gemma-3-27b-it,num_key_value_heads,config.text_config.num_key_value_heads,16,identity,available,
google/gemma-3-27b-it,vocab_size,transformers_resolved.config.text_config.vocab_size,262208,Transformers 4.57.1 deterministic config default,available,
google/gemma-3-27b-it,context_length,transformers_resolved.config.text_config.max_position_embeddings,131072,Transformers 4.57.1 deterministic config default,available,
google/gemma-3-27b-it,sliding_window,config.text_config.sliding_window,1024,identity,available,
google/gemma-3-27b-it,moe_intermediate_size,,,identity,missing,source field absent
google/gemma-3-27b-it,shared_expert_count,,,identity,missing,source field absent
google/gemma-3-27b-it,shared_expert_intermediate_size,,,identity,missing,source field absent
google/gemma-3-27b-it,qk_nope_head_dim,,,identity,missing,source field absent
google/gemma-3-27b-it,qk_rope_head_dim,,,identity,missing,source field absent
google/gemma-3-27b-it,v_head_dim,,,identity,missing,source field absent
google/gemma-3-27b-it,mamba_head_dim,,,identity,missing,source field absent
google/gemma-3-27b-it,mamba_num_heads,,,identity,missing,source field absent
google/gemma-3-27b-it,mamba_state_size,,,identity,missing,no Mamba state-size field
google/gemma-3-27b-it,expert_count,,,identity,missing,no expert-count field
google/gemma-3-27b-it,active_expert_count,,,identity,missing,no active-expert field
google/gemma-3-27b-it,head_dim,config.text_config.head_dim,128,identity,available,
google/gemma-3-27b-it,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
google/gemma-3-27b-it,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": 62}",architecture-specific layer split,available,
google/gemma-3-27b-it,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
google/gemma-3-27b-it,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-27b-it,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-27b-it,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
google/gemma-3-27b-it,attention_variant,config.text_config.model_type + attention head fields,"{""model_type"": ""gemma3_text"", ""num_attention_heads"": 32, ""num_key_value_heads"": 16}",architecture rule,available,
google/gemma-3-27b-it,mlp_structure,config.text_config.model_type,"""gemma3_text""",declarative architecture rule,available,
google/gemma-3-27b-it,quant_method_config,,,identity,missing,config has no quantization method
google/gemma-3-27b-it,runtime_dtype_config,config.torch_dtype,"""bfloat16""",identity,available,
google/gemma-3-27b-it,runtime_dtype_bits,config.torch_dtype,"""bfloat16""",dtype label to bits,available,
meta-llama/Llama-3.1-405B-Instruct,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
meta-llama/Llama-3.1-405B-Instruct,total_params_billions,benchmark.total_params_billions,405.0,identity,available,
meta-llama/Llama-3.1-405B-Instruct,activated_params_billions,benchmark.activated_params_billions,405.0,identity,available,
meta-llama/Llama-3.1-405B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
meta-llama/Llama-3.1-405B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
meta-llama/Llama-3.1-405B-Instruct,param_count_total,benchmark.total_params_billions,405.0,billions * 1e9,available,
meta-llama/Llama-3.1-405B-Instruct,param_count_active,benchmark.activated_params_billions,405.0,billions * 1e9,available,
meta-llama/Llama-3.1-405B-Instruct,model_type,config.model_type,,identity,missing,
meta-llama/Llama-3.1-405B-Instruct,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-3.1-405B-Instruct,num_layers,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,context_length,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-3.1-405B-Instruct,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-3.1-405B-Instruct,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-3.1-405B-Instruct,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-3.1-405B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-405B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-405B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-3.1-405B-Instruct,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-3.1-405B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-3.1-405B-Instruct,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-3.1-405B-Instruct,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-3.1-405B-Instruct-FP8,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,total_params_billions,benchmark.total_params_billions,405.0,identity,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,activated_params_billions,benchmark.activated_params_billions,405.0,identity,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,weight_precision,benchmark.weight_precision,"""fp8""",identity,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,precision_bits,benchmark.weight_precision,"""fp8""",precision label to bits,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,param_count_total,benchmark.total_params_billions,405.0,billions * 1e9,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,param_count_active,benchmark.activated_params_billions,405.0,billions * 1e9,available,
meta-llama/Llama-3.1-405B-Instruct-FP8,model_type,config.model_type,,identity,missing,
meta-llama/Llama-3.1-405B-Instruct-FP8,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-3.1-405B-Instruct-FP8,num_layers,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,context_length,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-405B-Instruct-FP8,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-3.1-405B-Instruct-FP8,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-3.1-405B-Instruct-FP8,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-3.1-405B-Instruct-FP8,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-3.1-405B-Instruct-FP8,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-405B-Instruct-FP8,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-405B-Instruct-FP8,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct-FP8,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct-FP8,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct-FP8,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-405B-Instruct-FP8,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-3.1-405B-Instruct-FP8,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-3.1-405B-Instruct-FP8,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-3.1-405B-Instruct-FP8,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-3.1-405B-Instruct-FP8,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-3.1-70B-Instruct,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
meta-llama/Llama-3.1-70B-Instruct,total_params_billions,benchmark.total_params_billions,70.0,identity,available,
meta-llama/Llama-3.1-70B-Instruct,activated_params_billions,benchmark.activated_params_billions,70.0,identity,available,
meta-llama/Llama-3.1-70B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
meta-llama/Llama-3.1-70B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
meta-llama/Llama-3.1-70B-Instruct,param_count_total,benchmark.total_params_billions,70.0,billions * 1e9,available,
meta-llama/Llama-3.1-70B-Instruct,param_count_active,benchmark.activated_params_billions,70.0,billions * 1e9,available,
meta-llama/Llama-3.1-70B-Instruct,model_type,config.model_type,,identity,missing,
meta-llama/Llama-3.1-70B-Instruct,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-3.1-70B-Instruct,num_layers,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,hidden_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,num_attention_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,num_key_value_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,vocab_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,context_length,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,sliding_window,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,moe_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,shared_expert_count,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,shared_expert_intermediate_size,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,qk_nope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,qk_rope_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,v_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,mamba_head_dim,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,mamba_num_heads,,,identity,missing,source field absent
meta-llama/Llama-3.1-70B-Instruct,mamba_state_size,,,identity,missing,no Mamba state-size field
meta-llama/Llama-3.1-70B-Instruct,expert_count,,,identity,missing,no expert-count field
meta-llama/Llama-3.1-70B-Instruct,active_expert_count,,,identity,missing,no active-expert field
meta-llama/Llama-3.1-70B-Instruct,head_dim,,,identity,missing,no explicit or architecture-safe derivation
meta-llama/Llama-3.1-70B-Instruct,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-70B-Instruct,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""Dense Transformer"", ""num_hidden_layers"": null}",architecture-specific layer split,missing,not a pure dense/MoE stack
meta-llama/Llama-3.1-70B-Instruct,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-70B-Instruct,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-70B-Instruct,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-70B-Instruct,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
meta-llama/Llama-3.1-70B-Instruct,attention_variant,config.model_type + attention head fields,"{""model_type"": null, ""num_attention_heads"": null, ""num_key_value_heads"": null}",architecture rule,missing,insufficient fields
meta-llama/Llama-3.1-70B-Instruct,mlp_structure,config.model_type,,declarative architecture rule,missing,unsupported model_type
meta-llama/Llama-3.1-70B-Instruct,quant_method_config,,,identity,missing,config has no quantization method
meta-llama/Llama-3.1-70B-Instruct,runtime_dtype_config,,,identity,missing,runtime dtype absent
meta-llama/Llama-3.1-70B-Instruct,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
meta-llama/Llama-3.1-8B-Instruct,architecture_family,benchmark.architecture,"""Dense Transformer""",benchmark architecture taxonomy,available,
meta-llama/Llama-3.1-8B-Instruct,total_params_billions,benchmark.total_params_billions,8.0,identity,available,
meta-llama/Llama-3.1-8B-Instruct,activated_params_billions,benchmark.activated_params_billions,8.0,identity,available,
meta-llama/Llama-3.1-8B-Instruct,weight_precision,benchmark.weight_precision,"""bfloat16""",identity,available,
meta-llama/Llama-3.1-8B-Instruct,precision_bits,benchmark.weight_precision,"""bfloat16""",precision label to bits,available,
meta-llama/Llama-3.1-8B-Instruct,param_count_total,benchmark.total_params_billions,8.0,billions * 1e9,available,
meta-llama/Llama-3.1-8B-Instruct,param_count_active,benchmark.activated_params_billions,8.0,billions * 1e9,available,
meta-llama/Llama-3.1-8B-Instruct,model_type,config.model_type,,identity,missing,
meta-llama/Llama-3.1-8B-Instruct,architecture_class,config.architectures[0],,identity,missing,
meta-llama/Llama-3.1-8B-Instruct,num_layers,,,identity,missing,source field absent
meta-llama/Llama-3.1-8B-Instruct,hidden_size,,,identity,missing,source field absent
