model_id,canonical_field,source_field,raw_value,transform,status,reason
openai/gpt-oss-120b,precision_bits,benchmark.weight_precision,"""mxfp4""",precision label to bits,available,
openai/gpt-oss-120b,param_count_total,benchmark.total_params_billions,117.0,billions * 1e9,available,
openai/gpt-oss-120b,param_count_active,benchmark.activated_params_billions,5.0,billions * 1e9,available,
openai/gpt-oss-120b,model_type,config.model_type,"""gpt_oss""",identity,available,
openai/gpt-oss-120b,architecture_class,config.architectures[0],"""GptOssForCausalLM""",identity,available,
openai/gpt-oss-120b,num_layers,config.num_hidden_layers,36,identity,available,
openai/gpt-oss-120b,hidden_size,config.hidden_size,2880,identity,available,
openai/gpt-oss-120b,intermediate_size,config.intermediate_size,2880,identity,available,
openai/gpt-oss-120b,num_attention_heads,config.num_attention_heads,64,identity,available,
openai/gpt-oss-120b,num_key_value_heads,config.num_key_value_heads,8,identity,available,
openai/gpt-oss-120b,vocab_size,config.vocab_size,201088,identity,available,
openai/gpt-oss-120b,context_length,config.max_position_embeddings,131072,identity,available,
openai/gpt-oss-120b,sliding_window,config.sliding_window,128,identity,available,
openai/gpt-oss-120b,moe_intermediate_size,config.intermediate_size,2880,gpt_oss expert MLP field mapping,available,
openai/gpt-oss-120b,shared_expert_count,,,identity,missing,source field absent
openai/gpt-oss-120b,shared_expert_intermediate_size,,,identity,missing,source field absent
openai/gpt-oss-120b,qk_nope_head_dim,,,identity,missing,source field absent
openai/gpt-oss-120b,qk_rope_head_dim,,,identity,missing,source field absent
openai/gpt-oss-120b,v_head_dim,,,identity,missing,source field absent
openai/gpt-oss-120b,mamba_head_dim,,,identity,missing,source field absent
openai/gpt-oss-120b,mamba_num_heads,,,identity,missing,source field absent
openai/gpt-oss-120b,mamba_state_size,,,identity,missing,no Mamba state-size field
openai/gpt-oss-120b,expert_count,config.num_local_experts,128,identity,available,
openai/gpt-oss-120b,active_expert_count,config.num_experts_per_tok,4,identity,available,
openai/gpt-oss-120b,head_dim,config.head_dim,64,identity,available,
openai/gpt-oss-120b,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 36}",architecture-specific layer split,available,
openai/gpt-oss-120b,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 36}",architecture-specific layer split,available,
openai/gpt-oss-120b,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-120b,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-120b,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-120b,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-120b,attention_variant,config.model_type + attention head fields,"{""model_type"": ""gpt_oss"", ""num_attention_heads"": 64, ""num_key_value_heads"": 8}",architecture rule,available,
openai/gpt-oss-120b,mlp_structure,config.model_type,"""gpt_oss""",declarative architecture rule,available,
openai/gpt-oss-120b,quant_method_config,config.quantization_config.quant_method,"""mxfp4""",identity,available,
openai/gpt-oss-120b,runtime_dtype_config,,,identity,missing,runtime dtype absent
openai/gpt-oss-120b,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
openai/gpt-oss-20b,architecture_family,benchmark.architecture,"""MoE""",benchmark architecture taxonomy,available,
openai/gpt-oss-20b,total_params_billions,benchmark.total_params_billions,21.0,identity,available,
openai/gpt-oss-20b,activated_params_billions,benchmark.activated_params_billions,4.0,identity,available,
openai/gpt-oss-20b,weight_precision,benchmark.weight_precision,"""mxfp4""",identity,available,
openai/gpt-oss-20b,precision_bits,benchmark.weight_precision,"""mxfp4""",precision label to bits,available,
openai/gpt-oss-20b,param_count_total,benchmark.total_params_billions,21.0,billions * 1e9,available,
openai/gpt-oss-20b,param_count_active,benchmark.activated_params_billions,4.0,billions * 1e9,available,
openai/gpt-oss-20b,model_type,config.model_type,"""gpt_oss""",identity,available,
openai/gpt-oss-20b,architecture_class,config.architectures[0],"""GptOssForCausalLM""",identity,available,
openai/gpt-oss-20b,num_layers,config.num_hidden_layers,24,identity,available,
openai/gpt-oss-20b,hidden_size,config.hidden_size,2880,identity,available,
openai/gpt-oss-20b,intermediate_size,config.intermediate_size,2880,identity,available,
openai/gpt-oss-20b,num_attention_heads,config.num_attention_heads,64,identity,available,
openai/gpt-oss-20b,num_key_value_heads,config.num_key_value_heads,8,identity,available,
openai/gpt-oss-20b,vocab_size,config.vocab_size,201088,identity,available,
openai/gpt-oss-20b,context_length,config.max_position_embeddings,131072,identity,available,
openai/gpt-oss-20b,sliding_window,config.sliding_window,128,identity,available,
openai/gpt-oss-20b,moe_intermediate_size,config.intermediate_size,2880,gpt_oss expert MLP field mapping,available,
openai/gpt-oss-20b,shared_expert_count,,,identity,missing,source field absent
openai/gpt-oss-20b,shared_expert_intermediate_size,,,identity,missing,source field absent
openai/gpt-oss-20b,qk_nope_head_dim,,,identity,missing,source field absent
openai/gpt-oss-20b,qk_rope_head_dim,,,identity,missing,source field absent
openai/gpt-oss-20b,v_head_dim,,,identity,missing,source field absent
openai/gpt-oss-20b,mamba_head_dim,,,identity,missing,source field absent
openai/gpt-oss-20b,mamba_num_heads,,,identity,missing,source field absent
openai/gpt-oss-20b,mamba_state_size,,,identity,missing,no Mamba state-size field
openai/gpt-oss-20b,expert_count,config.num_local_experts,32,identity,available,
openai/gpt-oss-20b,active_expert_count,config.num_experts_per_tok,4,identity,available,
openai/gpt-oss-20b,head_dim,config.head_dim,64,identity,available,
openai/gpt-oss-20b,dense_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 24}",architecture-specific layer split,available,
openai/gpt-oss-20b,moe_layer_count,benchmark.architecture + config.num_hidden_layers,"{""architecture"": ""MoE"", ""num_hidden_layers"": 24}",architecture-specific layer split,available,
openai/gpt-oss-20b,hybrid_pattern,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-20b,hybrid_mamba_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-20b,hybrid_attention_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-20b,hybrid_mlp_layer_count,,,identity,missing,not a declared hybrid pattern
openai/gpt-oss-20b,attention_variant,config.model_type + attention head fields,"{""model_type"": ""gpt_oss"", ""num_attention_heads"": 64, ""num_key_value_heads"": 8}",architecture rule,available,
openai/gpt-oss-20b,mlp_structure,config.model_type,"""gpt_oss""",declarative architecture rule,available,
openai/gpt-oss-20b,quant_method_config,config.quantization_config.quant_method,"""mxfp4""",identity,available,
openai/gpt-oss-20b,runtime_dtype_config,,,identity,missing,runtime dtype absent
openai/gpt-oss-20b,runtime_dtype_bits,,,dtype label to bits,missing,runtime dtype absent or unsupported
